"65","Let the first int be a, the second be b, and the output be c. If a > b: c = 0. If a <= b: c = c(a, b-1) + b.","NORM","SB-R SB-RBASE","","","SB-A>B SB-A<=B","","COR","NIN NOUT"
"33","Returns 0 if first > second, first if first = second, sum of second ranging from first till second if first < second","NORM","","SB-ONE","SB-WORD","SB-A>B SB-A<B SB-A=B","SB-ASC","COR","NIN"
"43","if(input1 > input2) return 0; else { return (input1+input2)*(input2-input1+1)/2; }","NORM","SB-ATH","","","SB-A>B SB-A<=B","","COR","NIN"
"21","returns 0 if first input is bigger than second input else return sum of every number added from first input to second input","NORM","","SB-ONE","SB-WORD","SB-A>B","SB-ASC","COR",""
"18","adds ints counting down from y until y < x","NORM","","SB-ONE","SB-WORD","SB-A<B","SB-DSC","MCOR","NIN"
"90","I really don't know.","IDK","","","","","","",""
"73","0 if the two are equal or second is less than first, otherwise add up all integers beginning from the first until the second","NORM","","SB-ONE","SB-WORD","SB-A>=B","SB-ASC","MCOR",""
"48","multiplies second number by 5 ratiod","NORM","SB-WORD","","","","","XCOR",""
"80","It returns the sum of all the numbers from the first number to the second number (inclusive of both).","NORM","","SB-ONE","SB-WORD","","SB-ASC SB-BOUND","COR",""
"19","given two integers, the sum is second number + second number - 1 result","NORM","SB-ATH","","","","","XCOR",""
"86","sum of integers in range between first number and second number (inclusive on both ends)","NORM","","SB-ONE","SB-WORD","","SB-BOUND","COR",""
"35","b+(b-1)+b(-2)...+a","NORM","","SB-ONE","SB-EXP","","SB-DSC SB-BOUND","COR","NIN"
"56","if first number bigger than second, return 0","NORM","","","","SB-A>B","","SCOR",""
"46","Let x be the first input and y be the second input. If x < y, the output is y + y -1 + ... + x If x = y, x is the output. If x > y, the output is 0.","NORM","","SB-ONE","SB-EXP","SB-A>B SB-A<B SB-A=B","SB-DSC SB-BOUND","COR","NIN"
"74","Given integers n,k: if n,k > 0: (k + (k-1) + ... + (k - (k - 1))) - ((n - 1) + (n - (n - 1))) -1 if k < 0: return 0 if n < 0, k > 0: take (n + (n+1) + (n + (n+1))) - (k + (k-1)+...(k-(k-1)))","NORM","","SB-ONE","SB-EXP","SB-A>B SB-A<B","SB-DSC SB-BOUND","SCOR","NIN"
"84","recursive function: if the numbers are the same -> output = one of the two numbers. if the first number is bigger than the second, then output is 0. else, if we have two numbers x and y, the output would be the value of (x, y-1) + y","NORM","SB-R SB-RBASE","SB-WORD","","SB-A>B SB-A=B","","COR","NIN"
"68","When the second number is 0 it evaluates to 0 and then after it adds the evaluation of the same first number but minus one of the second number with the second number.","NORM","SB-R SB-RBASE","SB-WORD","","","","MCOR",""
"79","stars from the equal and then increments by second number","NORM","SB-WORD","","","","","SCOR",""
"38","Sums the numbers between the two numbers","NORM","","SB-ONE","SB-WORD","","","MCOR",""
"69","bigger number second for nonzero output, unsure how smaller number comes into play but looks similar to fibonnacci sequence","NORM","SB-PAT","","","SB-A>B","","SCOR","UNS"
"70","sums all integers from input1 as the start to input2 inclusive if input2 >= input1. 0 otherwise.","NORM","","SB-ONE","SB-WORD","SB-A<=B","SB-ASC SB-BOUND","COR","NIN"
"71","If I2 < I1, return 0. Else, return the result of a recursive sequence: result(I1,I2)=I2+result(I1,I2-1)+result(I1,I2-2)+...+result(I1,I2=I1).","NORM","SB-R SB-RBASE","","","SB-A>B","","MCOR","NIN NFCN"
"52","I think it's f(a, n) = n(n+1)/2 - (a)(a-1)/2 .  ex; f(1, 10) = 10(11)/2 - 0 = 55        f(10, 10) = 10(11)/2 - 10(9)/2 = 55 - 45 = 10","NORM","SB-ATH","","","","","MCOR","NIN NFCN IO"
"53","If the first integer is less than the second, it returns 0. If the first integer is equal to the second, it returns the same integer. Otherwise, it returns n2+n0, where n0 is the result of passing n1,n2-1 into the function.","NORM","SB-R SB-RBASE","SB-ONE","SB-WORD","SB-A>B SB-A=B","","COR","NIN NOUT"
"40","sum of all integers between two numbers, inclusive","NORM","","SB-ONE","SB-WORD","","SB-ASC SB-BOUND","COR",""
"37","when first>2nd, 0 when first == 2nd, the value of either/both then first<2nd, add 2nd value for prior value of same first, 2nd-1","NORM","SB-R SB-RBASE","SB-ONE","SB-WORD","SB-A>B SB-A=B SB-A<B","","COR","NIN"
"77","Sum of numbers from first input to second input","NORM","","SB-ONE","SB-WORD","","SB-ASC SB-BOUND","",""
"58","it returns y * (x+y)","NORM","SB-ATH","","","","","SCOR","NIN"
"20","It sums the numbers in the range between the two numbers (second must be greater or 0 returned)","NORM","","SB-ONE","SB-WORD","SB-A<B","","MCOR",""
"54","given x and y,   sum = x  for i in range y:       sum = sum + i","NORM","SB-ATH","","","","","MCOR","NIN CODE"
"32","let i1 be the first input and i2 be the second. Let n be the set of integers that starts at i2 and decreases by one until n==i1. This function is the summation of the set n.","NORM","","SB-ONE","SB-WORD","","SB-DSC SB-BOUND","","NIN"
"2","(average) * (1 + difference)","NORM","SB-ATH","","","","","COR",""
"1","This function returns 0 when the second input is less than the first.  When the two inputs are both x, it returns x.  For any inputs (x, y), where y > x, the function f returns f(x, y - 1) + y.","NORM","SB-R SB-RBASE","","","","","COR","NIN NFCN"
"5","Int 1 = B and int 2 = A if A>B return 0 if A=B return B if A<B return B + (B-1) + (B-2) + ... + A","NORM","","SB-ONE","SB-EXP","SB-A>B SB-A=B SB-A<B","SB-DSC SB-BOUND","COR","NIN NFCN"
"7","If the second number is less than the first number, return 0.  If the second number equals the first number, return the number. If the second number is greater, then add the second number to the first number plus 1 less than the second number.","NORM","SB-ATH","","","SB-A>B SB-A=B SB-A<B","","SCOR",""
"0","Returns the sum of the numbers between the first and second numbers.","NORM","","SB-ONE","SB-WORD","","SB-ASC SB-BOUND","COR",""
"16","It adds up all the numbers less than input 1 and then subtracts that sum from the sum of all numbers less than (and including) input 2.","NORM","","SB-TWO","SB-WORD","","SB-BOUND","COR","NIN"
"3","Returns the sum of all integers greater than or equal to the first number and less than or equal to the second.","NORM","","SB-ONE","SB-WORD","","SB-BOUND","COR",""
"10","Given the first number, if the second number is greater than the first number,  it is (first number + (1 + 2 + 3 +... secondnumber)","NORM","","SB-ONE","SB-EXP","SB-A<B","SB-ASC SB-BOUND","MCOR",""
"15","first input + sum from first input to second input","NORM","","SB-ONE","SB-WORD","","","MCOR",""
"11","the function returns 0 if the first number is greater than the second number. then, from the moment when the two numbers are equal, it will evaluate to the second number plus the previous output","NORM","SB-R SB-RBASE","SB-WORD","","SB-A<B SB-A>=B","","COR",""
"14","Given (a,b), if b<a, return 0 if a >=b, return ((a+b)(b-a+1)/2)","NORM","SB-ATH","","","SB-A<B SB-A>=B","","COR",""
"6","This function takes in two numbers and then adds the first to the second and then adds that sum to the second.","NORM","SB-ATH","SB-WORD","","","","SCOR",""
"9","sum numbers from first number to second numbers, inclusive as long as first number < second number","NORM","","SB-ONE","SB-WORD","SB-A<B","SB-ASC SB-BOUND","MCOR",""
"13","noooo give me my answer back. basically fib stuff but ..","NONS","","","","","","",""
"12","if the second output is greater than the first, returns the sum of integers from first input to second input (inclusive) else returns zero","NORM","","SB-ONE","SB-WORD","SB-A<B","SB-ASC SB-BOUND","COR",""
